Execution latency (s)
0.02709650993347168
0.0011169910430908203
0.001026153564453125
0.0012524127960205078
0.0014629364013671875
0.0013668537139892578
0.0010247230529785156
0.0009839534759521484
0.000965118408203125
0.0009694099426269531
0.0009205341339111328
0.0008795261383056641
0.0009248256683349609
0.000978231430053711
0.0013132095336914062
0.0009338855743408203
0.0010266304016113281
0.000995635986328125
0.0008289813995361328
0.0008499622344970703
0.0007851123809814453
0.0007910728454589844
0.0007293224334716797
0.0007736682891845703
0.0007488727569580078
0.0007443428039550781
0.0007581710815429688
0.0014600753784179688
0.0013954639434814453
0.0008873939514160156
0.0007824897766113281
0.0010447502136230469
0.00096893310546875
0.0009253025054931641
0.0007624626159667969
0.0007281303405761719
0.0008158683776855469
0.0007650852203369141
0.0007946491241455078
0.0008325576782226562
0.0007605552673339844
0.0007987022399902344
0.0007500648498535156
0.0013146400451660156
0.0009157657623291016
0.0008194446563720703
0.0009741783142089844
0.0012621879577636719
0.0011532306671142578
0.0015761852264404297
